N,P,K,temperature,humidity,ph,rainfall,label
17.29,130.96,202.02,21.99,100.0,5.5,110.72,apple
39.28,151.92,198.69,22.27,85.49,5.86,52.65,grapes
15.55,31.29,37.7,37.58,57.65,5.78,77.19,mango
4.16,10.24,23.75,28.89,93.97,6.35,141.88,coconut
38.34,83.67,10.7,28.75,61.8,6.95,44.37,lentil
17.67,44.4,23.95,28.87,75.02,6.25,57.29,mungbean
114.25,9.63,51.0,26.99,91.32,5.91,21.7,muskmelon
27.23,25.03,28.0,30.98,92.23,5.99,181.13,coconut
25.96,9.52,3.74,21.15,99.84,7.26,124.08,orange
116.16,16.86,46.65,29.7,93.36,6.81,35.33,muskmelon
21.75,31.0,10.52,23.79,87.12,7.31,99.47,orange
9.96,63.72,15.52,15.28,64.42,6.34,138.71,pigeonpeas
33.0,116.38,216.92,21.22,92.18,5.47,96.57,apple
40.98,68.08,76.08,19.81,14.28,7.55,74.46,chickpea
42.79,62.91,17.5,31.57,69.43,7.0,83.15,blackgram
107.73,43.58,41.01,22.48,63.07,6.53,162.6,coffee
43.59,77.45,9.19,14.03,23.41,5.92,115.98,kidneybeans
22.58,5.81,16.82,22.57,96.45,6.23,196.09,coconut
41.94,61.47,83.38,18.11,16.84,7.83,64.9,chickpea
24.73,37.76,18.44,26.64,46.69,6.8,47.41,mothbeans
16.02,43.17,12.08,27.89,46.51,6.24,53.1,mothbeans
25.69,137.16,187.55,22.85,78.97,5.81,84.15,grapes
47.53,68.81,92.9,21.02,15.31,6.81,76.86,chickpea
10.19,10.98,16.04,19.56,92.9,7.09,135.96,orange
18.77,63.38,23.51,21.35,66.06,6.75,31.8,lentil
44.99,48.08,18.64,26.56,71.62,7.53,38.96,blackgram
110.31,77.64,41.59,25.57,79.78,6.54,61.32,banana
32.2,6.51,38.32,28.64,91.08,6.69,180.79,coconut
29.02,15.28,15.88,25.4,94.15,7.2,118.45,orange
63.99,43.58,41.2,26.54,85.56,5.64,168.64,rice
4.4,41.49,2.25,32.11,79.57,7.2,57.46,mungbean
8.76,19.86,33.15,24.9,91.23,5.89,183.74,coconut
21.13,127.49,198.69,24.88,72.6,5.37,60.45,grapes
7.85,18.69,23.11,27.72,48.88,6.92,49.28,mothbeans
25.72,25.2,30.66,30.36,100.0,6.11,150.18,coconut
9.93,62.83,17.53,25.28,23.16,5.15,93.7,kidneybeans
32.02,15.02,26.33,26.31,96.58,6.05,182.28,coconut
32.76,51.79,13.5,27.85,51.72,6.97,67.41,mothbeans
100.87,78.07,30.91,28.41,89.86,6.19,112.18,banana
8.06,18.53,16.83,22.84,96.04,7.44,134.73,orange
122.41,21.89,42.34,22.2,88.37,6.4,26.89,watermelon
109.18,36.87,32.11,23.75,55.2,6.81,156.24,coffee
48.44,68.93,23.63,24.25,65.4,7.29,78.21,blackgram
113.83,23.81,36.84,26.6,96.11,6.42,16.41,muskmelon
98.79,28.19,14.83,27.0,59.45,7.2,150.0,coffee
117.98,17.11,45.78,31.14,92.6,6.1,34.24,muskmelon
11.62,136.88,196.53,24.75,98.05,5.64,127.87,apple
90.09,66.27,39.47,29.98,81.27,5.95,89.82,banana
103.69,34.77,16.64,21.87,52.24,5.84,64.92,maize
101.78,20.13,51.37,31.57,93.73,6.38,33.34,muskmelon
40.83,57.72,33.99,32.12,59.08,6.57,62.6,blackgram
10.55,123.77,182.11,25.02,98.36,5.77,106.04,apple
45.04,67.91,15.94,27.46,55.41,7.81,68.19,blackgram
21.19,48.64,20.06,21.74,54.28,7.91,45.68,mothbeans
105.53,13.34,60.71,21.67,86.62,5.88,52.45,watermelon
89.02,109.22,58.44,30.31,82.46,5.36,107.9,banana
96.26,18.66,36.53,30.54,90.95,6.42,45.14,watermelon
24.83,68.04,8.16,31.78,62.17,6.31,62.09,mothbeans
64.88,26.29,36.48,25.06,90.38,6.36,221.24,rice
37.41,10.74,16.89,23.52,97.23,5.76,168.66,coconut
17.45,33.01,20.94,31.43,52.51,5.21,107.17,mango
31.06,132.23,191.36,28.77,78.25,5.14,76.88,grapes
26.04,7.53,43.3,17.74,88.17,6.6,117.43,pomegranate
10.6,56.05,24.78,15.15,23.32,5.15,121.96,kidneybeans
20.43,118.38,193.16,23.97,82.3,6.77,71.22,grapes
60.02,38.9,59.02,23.96,89.6,6.2,148.66,jute
92.46,36.44,40.72,23.57,84.39,6.37,271.5,rice
111.27,41.38,25.65,26.88,79.41,6.87,86.96,cotton
24.62,43.71,31.26,26.55,89.78,6.68,41.92,mungbean
34.3,53.21,20.27,25.43,72.41,7.06,65.51,blackgram
22.0,84.96,44.88,19.82,20.08,5.91,122.75,kidneybeans
78.27,41.99,25.21,22.84,79.7,6.73,243.74,rice
24.9,136.8,195.68,24.7,77.36,6.52,60.49,grapes
10.54,124.62,198.17,18.5,99.35,5.37,138.92,apple
24.47,30.12,57.87,20.01,78.49,6.07,98.46,pomegranate
29.36,66.34,20.64,29.22,41.11,5.82,85.43,pigeonpeas
66.44,32.64,29.89,27.37,67.87,5.75,78.67,maize
103.92,31.53,12.07,14.39,57.89,5.64,117.84,maize
25.11,122.92,195.65,17.57,80.54,5.46,80.59,apple
20.88,78.29,22.51,24.57,51.65,5.57,129.16,pigeonpeas
20.05,16.92,42.98,28.29,96.1,6.19,171.15,coconut
23.73,78.46,24.18,26.61,66.18,6.24,167.21,pigeonpeas
52.05,54.85,57.05,33.71,92.28,7.32,158.56,papaya
57.28,61.46,35.82,32.0,88.94,6.52,109.4,papaya
49.38,48.92,72.37,16.69,11.3,7.63,77.09,chickpea
31.38,10.97,10.51,19.74,96.21,6.78,108.05,orange
102.44,51.54,39.44,25.84,76.37,7.42,235.17,rice
12.62,19.04,13.45,22.43,100.0,7.18,128.27,orange
15.91,39.46,18.65,23.02,68.12,6.84,41.8,lentil
28.24,23.2,25.95,34.4,62.78,6.06,81.9,mango
118.56,79.46,45.42,28.43,74.68,6.41,78.88,banana
131.87,54.26,48.2,32.18,80.61,6.3,102.0,banana
66.95,20.2,37.06,26.8,76.94,7.56,168.59,jute
13.97,131.29,196.65,18.77,78.55,5.93,68.28,grapes
65.41,57.3,40.45,28.38,85.89,7.05,133.98,papaya
24.3,139.44,201.95,27.0,91.11,6.15,128.1,apple
35.2,127.55,216.01,26.68,81.23,5.27,69.71,grapes
92.63,11.98,32.32,25.06,84.74,6.76,50.83,watermelon
141.14,46.19,6.44,25.1,75.82,7.25,90.44,cotton
31.38,82.39,27.83,18.26,16.96,5.37,115.45,kidneybeans
115.44,32.86,59.54,31.52,80.39,6.17,35.73,watermelon
13.09,77.79,28.33,29.33,46.96,6.09,128.79,pigeonpeas
10.18,59.09,22.87,20.41,53.05,6.05,52.21,lentil
89.74,11.35,47.39,23.54,92.44,6.9,26.08,muskmelon
104.71,78.84,53.14,28.32,84.17,6.51,101.56,banana
15.22,48.26,19.13,24.1,66.28,7.44,42.64,lentil
15.92,141.03,201.78,20.41,96.02,5.57,113.91,apple
18.95,73.26,16.51,13.18,29.75,6.25,79.15,kidneybeans
17.17,21.08,33.27,29.25,53.19,5.27,90.22,mango
104.43,36.21,18.37,20.67,54.88,5.98,60.52,maize
27.8,4.6,5.13,22.69,88.38,8.35,120.31,orange
30.64,25.79,16.6,29.54,38.1,5.35,102.78,mango
26.2,8.97,17.19,26.86,91.29,6.22,195.36,coconut
93.04,58.56,44.13,30.63,78.13,5.58,158.85,rice
9.14,19.43,2.72,23.81,95.14,6.34,141.0,orange
101.65,14.64,18.68,25.05,54.76,6.27,107.65,coffee
133.05,63.1,29.68,25.32,85.42,6.55,91.64,cotton
23.5,66.85,23.4,27.89,58.23,5.32,129.69,pigeonpeas
39.4,58.98,14.93,26.45,60.67,7.4,64.89,blackgram
88.1,24.33,61.86,25.03,89.55,6.19,46.06,muskmelon
26.85,61.77,13.56,31.23,74.15,6.22,38.41,mungbean
76.3,32.3,21.96,21.35,51.33,7.02,181.47,coffee
112.85,36.92,31.6,23.2,71.38,5.94,199.63,rice
101.8,20.61,52.1,29.37,94.17,5.69,30.09,muskmelon
31.56,80.84,40.34,32.51,93.29,6.58,134.75,papaya
55.78,51.41,41.79,35.84,91.6,6.81,134.34,papaya
9.18,29.16,23.3,27.36,86.9,6.98,50.66,mungbean
26.68,130.6,202.57,23.31,85.34,5.38,64.55,grapes
33.04,30.7,24.11,27.24,53.17,5.75,126.48,mango
25.61,50.19,23.97,28.0,87.07,7.34,45.15,mungbean
43.02,72.66,92.27,18.7,14.98,6.95,67.6,chickpea
83.12,42.72,9.79,18.68,71.43,6.28,98.63,maize
28.22,46.74,33.77,30.44,58.26,6.38,85.4,mango
11.88,2.12,53.39,18.25,95.82,6.83,81.28,pomegranate
21.98,9.62,56.25,26.66,97.88,5.27,161.75,coconut
22.0,2.59,28.16,30.38,39.08,5.43,111.19,mango
67.47,61.45,10.5,24.24,68.07,6.51,81.29,maize
17.61,18.26,34.56,28.4,95.38,5.9,159.1,coconut
21.66,48.08,11.24,25.36,67.39,6.43,69.87,mothbeans
100.35,88.25,51.93,30.93,79.63,5.93,111.85,banana
29.72,21.77,9.82,29.65,94.28,6.06,153.38,coconut
65.14,39.34,41.0,23.49,74.25,6.23,187.51,rice
15.13,59.71,11.55,31.89,45.93,5.98,132.89,pigeonpeas
74.06,24.59,27.76,24.79,58.29,6.86,89.62,coffee
50.7,64.73,71.18,18.51,12.28,7.03,77.83,chickpea
24.62,22.98,28.34,32.36,92.19,6.6,173.47,coconut
22.06,52.58,22.67,26.38,32.74,5.37,137.59,pigeonpeas
43.37,51.28,56.53,29.79,98.67,7.0,142.51,papaya
108.87,15.75,57.64,29.2,89.87,6.35,23.81,muskmelon
14.4,34.63,25.32,25.61,80.25,6.12,43.17,mungbean
76.45,40.15,40.82,31.94,72.66,6.54,165.49,rice
114.33,31.53,36.0,28.82,56.8,6.35,182.53,coffee
27.83,53.78,25.67,29.06,63.89,6.93,63.73,blackgram
31.29,18.11,42.99,24.33,86.85,6.75,52.85,pomegranate
31.64,124.12,198.13,28.51,99.22,5.23,119.74,apple
94.1,4.3,47.93,26.87,94.03,6.02,44.88,watermelon
50.24,70.93,87.78,17.35,11.91,7.3,77.45,chickpea
90.59,0.57,53.61,25.22,87.78,6.41,44.83,watermelon
110.01,81.72,63.64,28.99,75.89,5.58,116.36,banana
97.81,25.44,36.1,24.01,72.55,6.88,142.0,coffee
94.29,27.77,28.04,29.37,49.01,6.55,102.1,coffee
29.55,55.19,16.28,19.39,24.92,5.6,93.05,kidneybeans
34.84,47.24,17.23,23.17,50.9,6.63,61.52,mothbeans
72.88,21.94,53.47,21.97,77.35,7.11,66.97,watermelon
36.08,54.82,11.78,27.88,70.16,7.47,61.05,blackgram
86.0,72.03,56.88,25.67,75.73,5.74,113.98,banana
111.37,36.28,23.73,26.73,85.63,7.2,78.0,cotton
12.61,73.9,28.28,12.46,16.35,5.1,92.0,kidneybeans
64.66,37.43,6.65,24.6,68.18,6.06,116.48,maize
91.79,6.99,45.69,27.28,93.34,6.5,18.37,muskmelon
26.31,17.49,16.48,22.67,84.58,7.58,91.05,orange
21.38,32.34,18.76,22.65,100.0,6.51,140.01,pomegranate
86.45,50.3,21.91,21.96,61.43,6.26,84.26,maize
124.19,24.57,59.35,29.11,86.41,6.38,32.76,muskmelon
30.54,133.81,196.48,30.44,81.53,6.47,63.98,grapes
49.87,68.36,57.01,33.37,86.55,6.13,144.66,papaya
100.88,7.18,46.8,32.17,93.59,6.39,40.17,muskmelon
11.66,13.06,10.16,20.95,96.52,7.09,128.16,orange
113.74,14.09,47.84,27.59,88.11,6.22,22.84,muskmelon
86.83,45.9,32.9,26.3,84.2,5.82,158.69,jute
19.0,138.69,218.69,21.74,73.67,5.2,67.74,grapes
88.62,58.24,52.13,24.17,75.28,6.68,153.18,jute
30.06,49.47,36.99,23.03,81.58,7.17,163.1,jute
95.6,36.96,30.91,24.68,54.19,6.87,174.91,coffee
116.63,39.73,21.74,24.2,79.85,7.07,73.55,cotton
30.8,17.45,42.18,26.16,89.33,5.87,149.86,pomegranate
111.22,57.74,11.59,21.07,79.69,6.59,66.72,cotton
18.16,64.57,7.75,19.54,23.86,5.68,127.49,kidneybeans
29.1,15.54,7.62,20.01,90.79,6.83,121.07,orange
106.51,14.75,28.26,22.82,60.86,6.93,162.03,coffee
31.45,75.82,9.5,19.87,27.64,5.85,126.82,kidneybeans
8.76,126.67,192.34,23.76,78.82,6.3,65.68,grapes
22.72,141.06,223.46,19.8,81.48,5.53,93.88,grapes
44.89,71.35,91.1,20.23,14.79,7.57,108.5,chickpea
16.96,20.7,46.37,28.66,55.88,5.58,85.79,mango
22.18,13.02,37.19,15.39,89.46,6.84,120.71,pomegranate
77.62,51.37,60.05,31.82,86.57,6.74,158.23,papaya
2.31,80.33,8.61,17.2,18.85,5.94,73.04,kidneybeans
109.27,18.4,13.36,26.67,71.95,6.4,180.55,coffee
25.98,21.59,48.24,20.34,96.01,6.4,108.16,pomegranate
16.37,62.26,12.9,30.32,86.78,7.2,41.33,mungbean
42.12,45.44,43.52,32.01,80.15,6.62,165.11,papaya
29.9,60.43,19.66,18.17,25.24,4.8,92.87,kidneybeans
20.39,52.69,15.13,29.09,55.49,5.86,74.18,mothbeans
25.55,25.77,28.79,24.23,97.17,6.47,197.46,coconut
21.64,48.77,35.11,23.51,70.58,6.57,48.08,lentil
8.22,11.81,45.51,18.07,88.5,5.75,110.74,pomegranate
19.5,22.52,36.58,29.81,62.74,6.39,77.17,mango
6.03,68.32,11.62,29.13,69.19,6.74,37.55,lentil
26.5,82.68,22.56,24.78,61.47,7.14,91.86,blackgram
115.57,89.64,67.28,25.59,73.57,5.8,104.18,banana
88.05,17.99,56.15,28.61,77.55,6.4,55.36,watermelon
125.16,67.39,61.91,29.03,71.42,7.08,98.73,banana
106.72,29.26,54.21,30.54,87.7,6.92,46.12,watermelon
20.07,21.41,6.02,20.62,93.75,7.14,120.15,orange
72.66,50.44,25.46,30.39,67.67,6.12,96.81,maize
14.72,74.84,21.01,22.57,54.56,6.54,28.59,lentil
82.7,91.68,53.99,30.15,81.62,6.06,65.48,banana
26.88,61.13,19.64,18.08,11.4,5.69,91.21,kidneybeans
58.08,61.95,43.53,31.11,84.8,6.36,191.05,papaya
1.44,52.83,19.81,31.61,79.52,5.43,50.79,mungbean
28.52,13.55,30.5,27.82,88.73,6.13,138.57,coconut
126.42,38.96,21.64,21.24,89.1,6.27,98.48,cotton
13.93,18.23,50.11,35.12,83.78,6.58,92.85,pomegranate
38.12,50.75,50.46,33.23,99.72,6.85,74.31,papaya
91.79,44.25,12.26,22.81,62.97,5.72,115.07,maize
141.6,49.52,14.71,26.4,83.39,6.91,83.99,cotton
23.63,144.74,204.09,19.91,83.91,5.45,113.46,apple
32.26,130.29,192.65,26.87,87.92,5.53,51.94,grapes
105.86,13.1,41.59,27.48,61.86,7.34,161.31,coffee
77.77,35.95,30.95,27.34,52.92,7.06,171.1,coffee
100.36,10.99,47.0,25.01,78.12,6.31,54.65,watermelon
48.6,62.08,45.11,26.21,74.62,7.0,181.88,jute
41.16,68.9,2.24,25.41,72.1,7.21,65.94,blackgram
14.13,12.54,25.35,34.25,49.8,6.05,128.29,mango
122.75,28.09,13.97,23.11,81.25,6.74,64.44,cotton
85.42,60.38,39.64,29.69,68.9,6.61,233.48,rice
27.67,11.15,5.29,21.08,87.16,7.23,86.76,orange
30.05,132.47,206.95,22.69,87.36,6.12,59.81,grapes
32.24,65.79,14.87,30.98,73.22,7.34,90.66,blackgram
14.67,46.98,15.14,26.79,81.57,6.13,49.46,mungbean
74.43,25.42,31.57,25.74,89.43,5.92,38.91,watermelon
99.18,41.91,20.37,17.56,68.97,6.62,128.27,maize
0.0,63.48,28.48,21.32,61.9,6.83,16.0,lentil
23.23,77.36,11.43,20.04,26.96,4.99,111.39,kidneybeans
32.18,135.42,187.02,16.44,82.74,5.91,55.35,grapes
80.08,42.65,25.85,23.74,80.29,5.8,223.55,rice
16.48,26.6,9.17,19.09,100.0,6.27,95.23,orange
35.47,71.96,89.55,19.27,23.39,6.84,77.1,chickpea
20.69,147.15,211.46,20.66,76.16,6.51,52.97,grapes
102.9,17.02,51.78,24.79,89.36,6.4,23.44,muskmelon
13.08,136.93,197.95,20.84,87.93,5.59,118.4,apple
9.24,56.39,31.02,27.06,62.09,7.24,48.41,lentil
18.57,48.96,25.54,30.2,45.11,6.66,64.34,mothbeans
17.26,47.78,15.93,25.46,48.32,6.56,54.31,mothbeans
77.62,39.73,12.53,21.23,55.92,6.21,119.23,maize
37.35,44.96,86.35,15.28,16.3,7.41,100.41,chickpea
21.06,16.24,32.51,22.35,87.27,7.13,81.61,pomegranate
98.1,12.59,35.81,22.43,85.99,6.63,51.78,watermelon
10.36,19.04,12.86,19.69,99.6,6.87,140.6,orange
9.03,61.09,26.63,31.27,49.3,6.73,32.8,mothbeans
90.91,40.52,25.86,22.68,63.63,5.3,103.33,maize
27.64,73.76,31.78,24.58,46.16,4.98,138.23,pigeonpeas
6.95,10.97,28.18,24.98,86.51,6.45,99.38,pomegranate
34.37,72.06,18.06,22.89,57.84,5.32,198.85,pigeonpeas
25.35,133.63,214.62,26.91,75.52,5.52,78.68,grapes
21.26,34.03,8.18,25.78,62.54,7.28,52.92,mothbeans
29.85,81.85,24.5,15.36,30.94,5.49,98.3,kidneybeans
25.61,73.15,19.17,29.18,47.1,6.89,55.52,mothbeans
75.31,48.1,56.35,22.91,81.02,6.88,188.0,jute
14.02,132.92,202.89,21.49,95.18,5.49,124.2,apple
122.04,49.62,10.22,18.47,75.09,7.48,85.01,cotton
22.71,55.07,20.16,19.6,50.85,7.05,41.16,lentil
85.33,39.63,28.53,25.09,45.96,7.21,165.68,coffee
106.91,66.78,57.98,25.33,80.06,5.96,74.57,banana
34.04,152.37,201.47,25.53,83.01,6.21,68.21,grapes
7.07,42.71,18.01,29.88,85.23,6.95,55.03,mungbean
55.06,74.26,57.68,37.44,86.77,6.83,145.88,papaya
64.98,37.19,34.38,25.56,58.43,6.59,112.99,maize
100.54,30.25,43.83,26.42,59.61,6.42,166.78,coffee
95.47,24.46,50.64,27.11,76.13,4.93,53.41,watermelon
0.0,63.13,6.96,31.82,54.22,6.03,195.63,pigeonpeas
43.83,76.25,6.06,30.23,62.79,7.15,74.43,blackgram
7.22,38.7,25.86,27.41,82.68,6.72,30.54,mungbean
34.17,40.61,78.66,23.27,20.63,7.69,98.54,chickpea
13.34,74.15,15.6,26.53,42.92,6.67,140.36,pigeonpeas
81.64,52.26,44.81,25.67,78.05,6.44,305.28,rice
85.51,26.77,25.1,28.17,53.82,6.78,162.67,coffee
101.32,24.58,38.93,21.83,61.13,6.46,137.22,coffee
82.8,35.54,21.55,27.29,54.79,6.37,71.0,maize
13.84,10.16,7.38,17.9,88.07,7.78,124.71,orange
100.95,11.17,40.87,30.1,96.23,6.64,37.12,muskmelon
23.52,129.25,210.93,24.91,94.07,5.92,125.15,apple
42.71,51.84,50.85,32.28,90.63,7.24,180.45,papaya
39.79,67.89,10.57,28.34,69.88,6.48,70.81,blackgram
86.61,30.87,53.84,25.32,83.75,6.62,53.36,watermelon
34.08,64.74,82.8,16.57,18.12,7.11,79.78,chickpea
0.0,16.04,7.7,18.81,89.23,6.77,109.04,orange
17.17,9.9,31.78,26.21,90.69,6.18,117.19,pomegranate
50.01,62.03,48.95,28.82,94.57,7.47,152.23,papaya
17.0,120.73,194.66,17.46,94.74,5.87,77.9,apple
13.11,79.03,25.58,16.67,18.6,5.82,114.26,kidneybeans
19.43,49.82,17.14,20.67,23.88,5.9,106.0,kidneybeans
108.57,28.13,54.7,25.31,80.07,6.71,75.88,watermelon
82.12,45.74,58.22,23.11,88.88,6.71,129.11,jute
19.53,24.79,31.91,27.55,48.45,6.1,107.84,mango
16.93,17.5,51.19,26.1,89.14,6.84,114.15,pomegranate
41.07,61.55,25.5,27.16,64.54,7.57,72.79,blackgram
107.69,50.41,27.25,24.63,75.19,7.08,73.97,cotton
23.35,79.02,25.2,13.49,26.26,5.3,97.32,kidneybeans
14.85,28.7,5.4,26.72,97.52,5.86,164.87,coconut
67.87,39.98,49.15,25.99,79.35,6.46,233.88,rice
20.45,66.13,21.49,26.76,73.15,6.66,38.84,lentil
88.29,42.24,30.91,23.5,59.56,6.36,95.87,maize
38.69,65.77,77.75,17.05,16.84,7.48,63.64,chickpea
88.44,28.47,51.91,29.99,84.51,6.88,35.41,muskmelon
23.11,22.0,6.21,23.87,97.63,6.96,150.04,orange
25.86,18.45,40.29,20.26,96.06,5.9,119.16,pomegranate
42.67,70.09,64.19,21.69,13.58,7.36,104.18,chickpea
33.37,55.99,24.05,23.74,75.06,7.06,42.65,lentil
69.85,58.01,19.68,17.28,64.02,5.96,101.81,maize
27.14,52.89,25.85,18.04,16.23,5.54,118.73,kidneybeans
32.76,21.21,34.73,28.23,92.8,5.88,152.44,coconut
62.85,21.01,65.19,28.35,86.84,6.19,39.16,muskmelon
108.81,17.05,55.42,22.57,92.79,6.9,33.86,watermelon
30.6,30.93,24.69,25.79,41.68,6.91,62.11,mothbeans
70.21,35.54,4.88,21.19,43.61,5.51,100.21,maize
88.4,50.81,26.67,24.84,62.44,5.47,93.59,maize
38.46,43.19,19.15,30.99,66.63,5.98,28.56,mothbeans
24.37,59.71,87.94,15.24,17.47,6.76,87.0,chickpea
50.47,61.65,9.27,31.23,63.36,7.11,90.51,blackgram
85.1,62.21,37.37,25.97,83.96,7.64,178.62,jute
64.14,47.76,57.0,30.15,92.53,6.98,125.51,papaya
11.31,71.79,10.81,20.0,23.31,5.01,91.45,kidneybeans
119.09,18.74,58.55,28.03,97.28,6.56,25.11,muskmelon
14.01,16.67,8.33,21.01,92.4,7.02,125.22,orange
48.08,56.52,16.61,27.64,50.63,6.97,78.26,blackgram
25.15,65.82,5.98,21.42,70.38,6.97,56.81,lentil
52.97,45.41,26.07,20.69,42.27,6.03,92.84,maize
8.76,35.15,21.59,27.76,48.37,6.56,58.35,mothbeans
21.92,18.69,33.45,12.8,91.87,6.98,95.18,pomegranate
0.05,35.34,33.03,26.25,43.61,6.7,74.81,mothbeans
94.26,9.6,52.69,25.56,86.94,6.09,30.79,watermelon
107.53,16.77,53.15,25.64,90.62,6.77,52.31,watermelon
12.7,40.83,22.75,29.05,80.51,6.5,58.74,mungbean
76.61,45.68,25.75,23.37,82.55,5.62,245.03,rice
79.72,22.49,47.38,26.69,91.84,6.42,32.16,muskmelon
25.17,62.84,13.02,30.53,53.77,5.34,190.66,pigeonpeas
61.69,47.09,20.4,21.02,82.98,6.57,236.85,rice
100.46,25.16,35.28,26.81,44.72,6.84,210.9,coffee
23.85,42.97,15.77,31.11,41.62,6.31,45.23,mothbeans
46.19,85.57,80.21,16.82,15.09,7.85,70.31,chickpea
141.88,82.91,57.88,21.66,87.51,6.31,90.32,banana
20.06,41.74,18.69,28.64,45.05,6.29,33.34,mothbeans
41.26,84.39,70.0,16.97,18.57,7.37,85.26,chickpea
11.68,71.99,31.59,23.05,63.07,7.49,50.06,lentil
97.57,19.65,57.5,26.83,83.34,6.63,55.76,watermelon
29.12,15.2,34.19,30.96,47.33,6.15,112.58,mango
100.02,47.41,45.55,27.69,76.88,6.57,175.4,jute
25.76,64.88,36.89,32.98,90.44,6.96,147.7,papaya
23.61,75.07,7.43,27.24,65.3,7.34,44.3,lentil
67.04,61.71,33.93,34.52,86.18,7.26,121.43,papaya
106.63,18.4,48.48,27.43,91.16,5.89,42.84,watermelon
35.35,63.94,106.44,14.49,17.27,7.49,96.29,chickpea
14.14,55.96,23.4,23.37,82.3,6.85,56.38,mungbean
103.81,22.58,53.92,24.9,95.25,6.57,16.43,muskmelon
14.87,69.88,34.43,17.43,24.6,5.18,85.87,kidneybeans
13.93,58.51,14.77,25.58,85.38,6.97,46.58,mungbean
54.21,72.76,47.79,31.78,94.67,5.99,136.08,papaya
5.44,67.7,4.7,26.73,37.05,6.79,177.34,pigeonpeas
14.8,45.84,20.1,29.44,50.85,5.88,44.81,mothbeans
105.31,21.93,27.39,27.76,66.54,6.34,111.73,coffee
23.23,52.16,21.82,27.03,87.96,6.97,51.07,mungbean
122.78,20.36,63.05,26.82,75.79,7.02,51.62,watermelon
27.07,125.84,216.17,21.69,87.72,6.07,73.78,grapes
40.86,54.28,50.79,20.31,20.52,6.35,64.85,chickpea
98.01,26.42,36.88,26.61,76.64,6.16,35.45,watermelon
21.12,27.54,16.74,32.67,55.06,6.07,113.93,mango
18.37,11.88,7.6,22.09,92.56,6.82,104.54,orange
16.94,26.27,9.48,19.42,95.4,6.88,122.41,orange
69.5,47.14,38.88,24.34,85.07,6.58,208.78,rice
76.32,37.46,31.1,22.55,81.61,6.37,241.07,rice
7.24,109.97,197.79,24.74,76.37,5.56,78.42,grapes
95.74,34.65,30.54,23.79,79.6,5.96,119.72,maize
30.02,40.52,14.46,22.09,53.83,7.82,53.33,mothbeans
30.76,68.6,16.01,21.15,62.27,6.5,45.48,lentil
121.94,43.57,1.49,24.06,81.81,6.7,62.68,cotton
72.35,42.3,30.21,23.67,83.89,6.58,193.11,rice
28.68,127.88,195.33,19.79,91.72,5.87,116.13,apple
12.23,29.95,8.93,18.99,90.2,6.48,138.68,orange
19.59,115.43,204.71,27.82,83.39,5.66,70.67,grapes
26.89,66.39,7.38,23.79,47.41,5.76,209.18,pigeonpeas
21.35,13.07,31.85,28.26,91.29,5.57,191.24,coconut
91.71,0.0,27.87,24.14,56.0,7.01,171.91,coffee
24.88,27.38,10.27,23.88,88.6,7.12,136.59,orange
14.11,1.31,7.79,18.59,93.16,6.74,132.23,orange
16.66,62.05,27.81,20.76,14.77,5.72,90.81,kidneybeans
138.98,44.08,15.2,21.66,77.07,6.08,69.13,cotton
98.18,22.82,45.96,27.49,73.04,6.09,61.75,watermelon
110.95,72.69,50.43,29.06,69.67,6.85,94.34,banana
135.51,78.22,37.09,25.78,80.07,6.23,88.17,banana
98.32,1.69,40.35,30.69,78.3,6.87,29.17,muskmelon
14.28,19.89,18.39,24.99,91.59,7.27,121.55,orange
20.79,119.76,205.67,22.05,71.22,5.85,84.72,grapes
37.24,41.85,12.47,28.74,80.99,7.29,45.17,mungbean
28.17,85.88,7.31,12.36,30.35,5.86,87.63,kidneybeans
32.55,128.58,209.02,24.62,84.23,6.17,45.93,grapes
71.35,53.36,28.7,26.59,89.21,4.96,198.12,rice
57.28,40.53,48.56,25.64,75.77,6.29,245.41,rice
53.71,60.34,43.88,31.51,92.37,7.68,149.53,papaya
20.58,45.73,18.8,31.58,52.33,6.24,45.28,mothbeans
41.01,65.41,28.3,30.0,76.82,6.7,69.9,blackgram
82.26,48.42,58.76,27.85,79.12,5.75,249.68,rice
26.8,49.18,20.86,29.16,86.62,7.21,60.95,mungbean
25.93,59.87,18.17,15.02,8.19,5.62,153.25,kidneybeans
29.68,60.6,30.3,29.04,55.11,7.6,78.23,blackgram
14.62,47.23,6.06,26.36,79.54,6.75,57.94,mungbean
53.55,48.24,36.15,22.97,85.06,6.72,267.25,rice
5.76,55.6,23.81,29.15,64.22,7.03,54.52,lentil
86.35,77.49,39.82,24.53,73.56,5.64,128.39,banana
25.47,51.34,29.7,18.78,19.15,5.76,69.48,kidneybeans
89.43,44.88,31.03,25.23,78.61,6.69,224.12,rice
53.28,46.96,70.57,31.59,95.28,7.01,138.51,papaya
70.63,40.26,24.14,20.1,64.49,5.92,72.77,maize
25.52,59.97,22.11,18.88,19.83,5.39,91.19,kidneybeans
82.69,90.55,52.64,30.94,79.92,5.65,95.73,banana
30.01,59.95,88.41,20.64,14.81,7.15,74.12,chickpea
65.58,59.36,81.85,23.63,26.03,8.12,98.13,chickpea
17.5,37.31,27.12,32.29,49.09,5.78,87.45,mango
128.43,15.8,52.0,27.8,87.89,7.05,20.78,muskmelon
