State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Madhya Pradesh,BALAGHAT,2004,Rabi       ,Jowar,82,122
Madhya Pradesh,BALAGHAT,2004,Rabi       ,Linseed,13227,4667
Madhya Pradesh,BALAGHAT,2004,Rabi       ,Masoor,84,25
Madhya Pradesh,BALAGHAT,2004,Rabi       ,Rapeseed &Mustard,3288,2539
Madhya Pradesh,BALAGHAT,2004,Rabi       ,Safflower,12,3
Madhya Pradesh,BALAGHAT,2004,Rabi       ,Urad,3807,1720
Madhya Pradesh,BALAGHAT,2004,Rabi       ,Wheat,11336,7896
Madhya Pradesh,BALAGHAT,2004,Whole Year ,Coriander,324,87
Madhya Pradesh,BALAGHAT,2004,Whole Year ,Garlic,111,382
Madhya Pradesh,BALAGHAT,2004,Whole Year ,Onion,174,3969
Madhya Pradesh,BALAGHAT,2004,Whole Year ,Potato,297,4640
Madhya Pradesh,BALAGHAT,2004,Whole Year ,Sugarcane,755,30180
Madhya Pradesh,BALAGHAT,2004,Whole Year ,Sweet potato,109,717
Madhya Pradesh,BALAGHAT,2004,Whole Year ,Turmeric,41,36
Madhya Pradesh,BALAGHAT,2005,Kharif     ,Arhar/Tur,2885,2773
Madhya Pradesh,BALAGHAT,2005,Kharif     ,Bajra,4,3
Madhya Pradesh,BALAGHAT,2005,Kharif     ,Castor seed,16,6
Madhya Pradesh,BALAGHAT,2005,Kharif     ,Groundnut,417,426
Madhya Pradesh,BALAGHAT,2005,Kharif     ,Horse-gram,986,273
Madhya Pradesh,BALAGHAT,2005,Kharif     ,Jowar,84,114
Madhya Pradesh,BALAGHAT,2005,Kharif     ,Maize,4435,8108
Madhya Pradesh,BALAGHAT,2005,Kharif     ,Moong(Green Gram),78,28
Madhya Pradesh,BALAGHAT,2005,Kharif     ,Niger seed,167,28
Madhya Pradesh,BALAGHAT,2005,Kharif     ,Ragi,415,111
Madhya Pradesh,BALAGHAT,2005,Kharif     ,Rice,248696,365281
Madhya Pradesh,BALAGHAT,2005,Kharif     ,Sesamum,1091,897
Madhya Pradesh,BALAGHAT,2005,Kharif     ,Small millets,89,33
Madhya Pradesh,BALAGHAT,2005,Kharif     ,Soyabean,115,167
Madhya Pradesh,BALAGHAT,2005,Kharif     ,Urad,1353,407
Madhya Pradesh,BALAGHAT,2005,Rabi       ,Gram,7462,5906
Madhya Pradesh,BALAGHAT,2005,Rabi       ,Horse-gram,147,42
Madhya Pradesh,BALAGHAT,2005,Rabi       ,Linseed,18108,7336
Madhya Pradesh,BALAGHAT,2005,Rabi       ,Peas & beans (Pulses),679,196
Madhya Pradesh,BALAGHAT,2005,Rabi       ,Rapeseed &Mustard,3507,2712
Madhya Pradesh,BALAGHAT,2005,Rabi       ,Urad,4220,1906
Madhya Pradesh,BALAGHAT,2005,Rabi       ,Wheat,16582,15838
Madhya Pradesh,BALAGHAT,2005,Whole Year ,Onion,192,4352
Madhya Pradesh,BALAGHAT,2005,Whole Year ,Potato,370,4905
Madhya Pradesh,BALAGHAT,2005,Whole Year ,Sugarcane,920,37970
Madhya Pradesh,BALAGHAT,2005,Whole Year ,Sweet potato,102,671
Madhya Pradesh,BALAGHAT,2006,Kharif     ,Arhar/Tur,2904,2167
Madhya Pradesh,BALAGHAT,2006,Kharif     ,Bajra,11,8
Madhya Pradesh,BALAGHAT,2006,Kharif     ,Castor seed,44,13
Madhya Pradesh,BALAGHAT,2006,Kharif     ,Dry ginger,112,243
Madhya Pradesh,BALAGHAT,2006,Kharif     ,Groundnut,438,383
Madhya Pradesh,BALAGHAT,2006,Kharif     ,Horse-gram,951,292
Madhya Pradesh,BALAGHAT,2006,Kharif     ,Jowar,65,91
Madhya Pradesh,BALAGHAT,2006,Kharif     ,Jute,68,133
Madhya Pradesh,BALAGHAT,2006,Kharif     ,Maize,4358,4507
Madhya Pradesh,BALAGHAT,2006,Kharif     ,Mesta,118,391
Madhya Pradesh,BALAGHAT,2006,Kharif     ,Moong(Green Gram),75,27
Madhya Pradesh,BALAGHAT,2006,Kharif     ,Niger seed,121,20
Madhya Pradesh,BALAGHAT,2006,Kharif     ,Other Kharif pulses,627,182
Madhya Pradesh,BALAGHAT,2006,Kharif     ,Rice,248652,299342
Madhya Pradesh,BALAGHAT,2006,Kharif     ,Small millets,12515,5154
Madhya Pradesh,BALAGHAT,2006,Kharif     ,Soyabean,104,129
Madhya Pradesh,BALAGHAT,2006,Kharif     ,Sunflower,24,7
Madhya Pradesh,BALAGHAT,2006,Kharif     ,Urad,1348,406
Madhya Pradesh,BALAGHAT,2006,Rabi       ,Gram,7125,6275
Madhya Pradesh,BALAGHAT,2006,Rabi       ,Horse-gram,209,59
Madhya Pradesh,BALAGHAT,2006,Rabi       ,Khesari,11216,6089
Madhya Pradesh,BALAGHAT,2006,Rabi       ,Linseed,17929,7427
Madhya Pradesh,BALAGHAT,2006,Rabi       ,Masoor,135,40
Madhya Pradesh,BALAGHAT,2006,Rabi       ,Moong(Green Gram),156,58
Madhya Pradesh,BALAGHAT,2006,Rabi       ,Other  Rabi pulses,1323,397
Madhya Pradesh,BALAGHAT,2006,Rabi       ,Peas & beans (Pulses),607,176
Madhya Pradesh,BALAGHAT,2006,Rabi       ,Rapeseed &Mustard,3560,2737
Madhya Pradesh,BALAGHAT,2006,Rabi       ,Small millets,12,0
Madhya Pradesh,BALAGHAT,2006,Rabi       ,Urad,4346,1571
Madhya Pradesh,BALAGHAT,2006,Rabi       ,Wheat,15045,11431
Madhya Pradesh,BALAGHAT,2006,Whole Year ,Banana,25,863
Madhya Pradesh,BALAGHAT,2006,Whole Year ,Coriander,340,91
Madhya Pradesh,BALAGHAT,2006,Whole Year ,Dry chillies,372,120
Madhya Pradesh,BALAGHAT,2006,Whole Year ,Garlic,140,481
Madhya Pradesh,BALAGHAT,2006,Whole Year ,Onion,202,4607
Madhya Pradesh,BALAGHAT,2006,Whole Year ,Potato,360,4735
Madhya Pradesh,BALAGHAT,2006,Whole Year ,Sesamum,1136,779
Madhya Pradesh,BALAGHAT,2006,Whole Year ,Sugarcane,701,28030
Madhya Pradesh,BALAGHAT,2006,Whole Year ,Sweet potato,94,618
Madhya Pradesh,BALAGHAT,2006,Whole Year ,Turmeric,83,60
Madhya Pradesh,BALAGHAT,2007,Kharif     ,Arhar/Tur,3061,2640
Madhya Pradesh,BALAGHAT,2007,Kharif     ,Bajra,11,6
Madhya Pradesh,BALAGHAT,2007,Kharif     ,Castor seed,19,7
Madhya Pradesh,BALAGHAT,2007,Kharif     ,Groundnut,432,399
Madhya Pradesh,BALAGHAT,2007,Kharif     ,Horse-gram,970,358
Madhya Pradesh,BALAGHAT,2007,Kharif     ,Jowar,66,93
Madhya Pradesh,BALAGHAT,2007,Kharif     ,Maize,4365,5713
Madhya Pradesh,BALAGHAT,2007,Kharif     ,Niger seed,101,17
Madhya Pradesh,BALAGHAT,2007,Kharif     ,Ragi,413,129
Madhya Pradesh,BALAGHAT,2007,Kharif     ,Rice,249811,354236
Madhya Pradesh,BALAGHAT,2007,Kharif     ,Sannhamp,84,35
Madhya Pradesh,BALAGHAT,2007,Kharif     ,Soyabean,109,119
Madhya Pradesh,BALAGHAT,2007,Kharif     ,Urad,1360,409
Madhya Pradesh,BALAGHAT,2007,Rabi       ,Gram,7090,5383
Madhya Pradesh,BALAGHAT,2007,Rabi       ,Horse-gram,134,38
Madhya Pradesh,BALAGHAT,2007,Rabi       ,Khesari,11902,5136
Madhya Pradesh,BALAGHAT,2007,Rabi       ,Linseed,17092,7506
Madhya Pradesh,BALAGHAT,2007,Rabi       ,Masoor,83,25
Madhya Pradesh,BALAGHAT,2007,Rabi       ,Peas & beans (Pulses),656,190
Madhya Pradesh,BALAGHAT,2007,Rabi       ,Rapeseed &Mustard,3509,2637
Madhya Pradesh,BALAGHAT,2007,Rabi       ,Safflower,3,1
Madhya Pradesh,BALAGHAT,2007,Rabi       ,Urad,4638,1677
Madhya Pradesh,BALAGHAT,2007,Rabi       ,Wheat,14672,13166
Madhya Pradesh,BALAGHAT,2007,Whole Year ,Banana,11,527
Madhya Pradesh,BALAGHAT,2007,Whole Year ,Coriander,308,83
Madhya Pradesh,BALAGHAT,2007,Whole Year ,Garlic,150,515
Madhya Pradesh,BALAGHAT,2007,Whole Year ,Onion,226,4460
Madhya Pradesh,BALAGHAT,2007,Whole Year ,Potato,347,4997
Madhya Pradesh,BALAGHAT,2007,Whole Year ,Sesamum,1108,961
Madhya Pradesh,BALAGHAT,2007,Whole Year ,Sugarcane,1032,41250
Madhya Pradesh,BALAGHAT,2007,Whole Year ,Sunflower,60,15
Madhya Pradesh,BALAGHAT,2007,Whole Year ,Sweet potato,90,592
Madhya Pradesh,BALAGHAT,2007,Whole Year ,Turmeric,70,50
Madhya Pradesh,BALAGHAT,2008,Kharif     ,Arhar/Tur,3022,2601
Madhya Pradesh,BALAGHAT,2008,Kharif     ,Bajra,8,5
Madhya Pradesh,BALAGHAT,2008,Kharif     ,Castor seed,15,5
Madhya Pradesh,BALAGHAT,2008,Kharif     ,Groundnut,535,532
Madhya Pradesh,BALAGHAT,2008,Kharif     ,Horse-gram,964,355
Madhya Pradesh,BALAGHAT,2008,Kharif     ,Jowar,107,162
Madhya Pradesh,BALAGHAT,2008,Kharif     ,Maize,4189,5613
Madhya Pradesh,BALAGHAT,2008,Kharif     ,Niger seed,80,14
Madhya Pradesh,BALAGHAT,2008,Kharif     ,Ragi,424,132
Madhya Pradesh,BALAGHAT,2008,Kharif     ,Rice,249835,275043
Madhya Pradesh,BALAGHAT,2008,Kharif     ,Sannhamp,71,30
Madhya Pradesh,BALAGHAT,2008,Kharif     ,Soyabean,97,115
Madhya Pradesh,BALAGHAT,2008,Kharif     ,Sunflower,47,11
Madhya Pradesh,BALAGHAT,2008,Kharif     ,Urad,1343,405
Madhya Pradesh,BALAGHAT,2008,Rabi       ,Gram,7043,5830
Madhya Pradesh,BALAGHAT,2008,Rabi       ,Horse-gram,193,54
Madhya Pradesh,BALAGHAT,2008,Rabi       ,Khesari,12216,6388
Madhya Pradesh,BALAGHAT,2008,Rabi       ,Linseed,16807,7025
Madhya Pradesh,BALAGHAT,2008,Rabi       ,Masoor,123,37
Madhya Pradesh,BALAGHAT,2008,Rabi       ,Peas & beans (Pulses),671,194
Madhya Pradesh,BALAGHAT,2008,Rabi       ,Rapeseed &Mustard,3250,2608
Madhya Pradesh,BALAGHAT,2008,Rabi       ,Safflower,5,1
Madhya Pradesh,BALAGHAT,2008,Rabi       ,Urad,4553,1646
Madhya Pradesh,BALAGHAT,2008,Rabi       ,Wheat,15147,12263
Madhya Pradesh,BALAGHAT,2008,Whole Year ,Banana,24,923
Madhya Pradesh,BALAGHAT,2008,Whole Year ,Coriander,408,109
Madhya Pradesh,BALAGHAT,2008,Whole Year ,Garlic,147,505
Madhya Pradesh,BALAGHAT,2008,Whole Year ,Onion,217,4346
Madhya Pradesh,BALAGHAT,2008,Whole Year ,Potato,376,4146
Madhya Pradesh,BALAGHAT,2008,Whole Year ,Sesamum,1149,983
Madhya Pradesh,BALAGHAT,2008,Whole Year ,Small millets,12168,5131
Madhya Pradesh,BALAGHAT,2008,Whole Year ,Sugarcane,784,39170
Madhya Pradesh,BALAGHAT,2008,Whole Year ,Sweet potato,111,730
Madhya Pradesh,BALAGHAT,2008,Whole Year ,Turmeric,86,79
Madhya Pradesh,BALAGHAT,2009,Kharif     ,Cowpea(Lobia),153,44
Madhya Pradesh,BALAGHAT,2009,Kharif     ,Horse-gram,1033,381
Madhya Pradesh,BALAGHAT,2009,Kharif     ,Jowar,119,202
Madhya Pradesh,BALAGHAT,2009,Kharif     ,Moong(Green Gram),89,38
Madhya Pradesh,BALAGHAT,2009,Kharif     ,Small millets,11770,5547
Madhya Pradesh,BALAGHAT,2009,Kharif     ,Urad,1372,414
Madhya Pradesh,BALAGHAT,2009,Rabi       ,Cowpea(Lobia),214,62
Madhya Pradesh,BALAGHAT,2009,Rabi       ,Horse-gram,160,53
Madhya Pradesh,BALAGHAT,2009,Rabi       ,Moong(Green Gram),96,36
Madhya Pradesh,BALAGHAT,2009,Rabi       ,Urad,4323,1823
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Arhar/Tur,3048,3538
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Banana,5,298
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Castor seed,13,4
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Coriander,339,91
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Dry chillies,343,216
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Dry ginger,133,269
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Garlic,146,502
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Gram,7442,7667
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Groundnut,801,663
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Khesari,12777,6993
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Linseed,15659,8116
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Maize,4242,5047
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Masoor,117,42
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Mesta,89,49
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Niger seed,96,16
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Onion,217,4502
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Peas & beans (Pulses),723,244
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Potato,374,4755
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Ragi,379,119
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Rapeseed &Mustard,3422,3896
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Rice,247791,338221
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Safflower,16,4
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Sannhamp,53,23
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Sesamum,1289,1122
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Soyabean,116,142
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Sugarcane,918,45870
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Sunflower,12,3
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Sweet potato,89,585
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Turmeric,77,56
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Wheat,14689,19492
Madhya Pradesh,BALAGHAT,2010,Kharif     ,Arhar/Tur,3976,2291
Madhya Pradesh,BALAGHAT,2010,Kharif     ,Castor seed,24,7
Madhya Pradesh,BALAGHAT,2010,Kharif     ,Cowpea(Lobia),138,27
Madhya Pradesh,BALAGHAT,2010,Kharif     ,Groundnut,817,1074
Madhya Pradesh,BALAGHAT,2010,Kharif     ,Horse-gram,902,388
Madhya Pradesh,BALAGHAT,2010,Kharif     ,Jowar,90,168
Madhya Pradesh,BALAGHAT,2010,Kharif     ,Maize,4269,6587
Madhya Pradesh,BALAGHAT,2010,Kharif     ,Moong(Green Gram),63,27
Madhya Pradesh,BALAGHAT,2010,Kharif     ,Niger seed,91,15
Madhya Pradesh,BALAGHAT,2010,Kharif     ,Other Kharif pulses,397,76
Madhya Pradesh,BALAGHAT,2010,Kharif     ,Ragi,279,87
Madhya Pradesh,BALAGHAT,2010,Kharif     ,Rice,247865,353009
Madhya Pradesh,BALAGHAT,2010,Kharif     ,Small millets,10489,6173
Madhya Pradesh,BALAGHAT,2010,Kharif     ,Soyabean,93,162
Madhya Pradesh,BALAGHAT,2010,Kharif     ,Sunflower,14,4
Madhya Pradesh,BALAGHAT,2010,Kharif     ,Urad,1117,404
Madhya Pradesh,BALAGHAT,2010,Rabi       ,Cowpea(Lobia),97,19
Madhya Pradesh,BALAGHAT,2010,Rabi       ,Gram,6854,7157
Madhya Pradesh,BALAGHAT,2010,Rabi       ,Horse-gram,100,25
Madhya Pradesh,BALAGHAT,2010,Rabi       ,Khesari,11077,5508
Madhya Pradesh,BALAGHAT,2010,Rabi       ,Linseed,15521,7347
Madhya Pradesh,BALAGHAT,2010,Rabi       ,Masoor,212,57
Madhya Pradesh,BALAGHAT,2010,Rabi       ,Moong(Green Gram),107,31
Madhya Pradesh,BALAGHAT,2010,Rabi       ,Peas & beans (Pulses),873,221
Madhya Pradesh,BALAGHAT,2010,Rabi       ,Rapeseed &Mustard,3135,3035
Madhya Pradesh,BALAGHAT,2010,Rabi       ,Safflower,6,2
Madhya Pradesh,BALAGHAT,2010,Rabi       ,Urad,3980,1678
Madhya Pradesh,BALAGHAT,2010,Rabi       ,Wheat,15102,22942
Madhya Pradesh,BALAGHAT,2010,Whole Year ,Banana,4,190
Madhya Pradesh,BALAGHAT,2010,Whole Year ,Coriander,323,87
Madhya Pradesh,BALAGHAT,2010,Whole Year ,Dry chillies,281,218
Madhya Pradesh,BALAGHAT,2010,Whole Year ,Dry ginger,155,313
Madhya Pradesh,BALAGHAT,2010,Whole Year ,Garlic,157,456
Madhya Pradesh,BALAGHAT,2010,Whole Year ,Mesta,88,272
Madhya Pradesh,BALAGHAT,2010,Whole Year ,Onion,234,5622
Madhya Pradesh,BALAGHAT,2010,Whole Year ,Potato,383,4571
Madhya Pradesh,BALAGHAT,2010,Whole Year ,Sannhamp,43,100
Madhya Pradesh,BALAGHAT,2010,Whole Year ,Sesamum,1273,1140
Madhya Pradesh,BALAGHAT,2010,Whole Year ,Sugarcane,729,36430
Madhya Pradesh,BALAGHAT,2010,Whole Year ,Sweet potato,94,522
Madhya Pradesh,BALAGHAT,2010,Whole Year ,Turmeric,90,43
Madhya Pradesh,BALAGHAT,2011,Kharif     ,Arhar/Tur,4007,3566
Madhya Pradesh,BALAGHAT,2011,Kharif     ,Castor seed,25,8
Madhya Pradesh,BALAGHAT,2011,Kharif     ,Groundnut,751,890
Madhya Pradesh,BALAGHAT,2011,Kharif     ,Horse-gram,857,264
Madhya Pradesh,BALAGHAT,2011,Kharif     ,Jowar,81,162
Madhya Pradesh,BALAGHAT,2011,Kharif     ,Maize,4276,5360
Madhya Pradesh,BALAGHAT,2011,Kharif     ,Mesta,94,260
Madhya Pradesh,BALAGHAT,2011,Kharif     ,Moong(Green Gram),90,30
Madhya Pradesh,BALAGHAT,2011,Kharif     ,Niger seed,98,14
Madhya Pradesh,BALAGHAT,2011,Kharif     ,Other Kharif pulses,568,118
Madhya Pradesh,BALAGHAT,2011,Kharif     ,Ragi,261,68
Madhya Pradesh,BALAGHAT,2011,Kharif     ,Rice,255517,346073
Madhya Pradesh,BALAGHAT,2011,Kharif     ,Sannhamp,45,94
Madhya Pradesh,BALAGHAT,2011,Kharif     ,Small millets,10249,5866
Madhya Pradesh,BALAGHAT,2011,Kharif     ,Soyabean,58,98
Madhya Pradesh,BALAGHAT,2011,Kharif     ,Urad,1147,257
Madhya Pradesh,BALAGHAT,2011,Rabi       ,Gram,7429,7851
Madhya Pradesh,BALAGHAT,2011,Rabi       ,Horse-gram,90,22
Madhya Pradesh,BALAGHAT,2011,Rabi       ,Khesari,10737,6666
Madhya Pradesh,BALAGHAT,2011,Rabi       ,Linseed,14886,9710
Madhya Pradesh,BALAGHAT,2011,Rabi       ,Masoor,212,57
Madhya Pradesh,BALAGHAT,2011,Rabi       ,Moong(Green Gram),98,29
Madhya Pradesh,BALAGHAT,2011,Rabi       ,Other  Rabi pulses,1039,232
Madhya Pradesh,BALAGHAT,2011,Rabi       ,Peas & beans (Pulses),793,201
Madhya Pradesh,BALAGHAT,2011,Rabi       ,Rapeseed &Mustard,3028,3457
Madhya Pradesh,BALAGHAT,2011,Rabi       ,Urad,3940,1330
Madhya Pradesh,BALAGHAT,2011,Rabi       ,Wheat,16951,20130
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Banana,16,760
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Coriander,333,89
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Dry chillies,242,104
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Dry ginger,144,254
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Garlic,138,429
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Onion,216,5941
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Potato,382,5694
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Sesamum,1276,1642
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Sugarcane,970,36000
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Sunflower,1,0
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Sweet potato,104,618
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Turmeric,66,44
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Arhar/Tur,4396,5061
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Castor seed,17,5
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Groundnut,698,1045
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Horse-gram,874,435
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Jowar,98,206
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Maize,4233,9945
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Mesta,81,43
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Moong(Green Gram),84,32
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Niger seed,98,16
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Other Kharif pulses,504,213
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Ragi,223,64
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Rice,260767,486464
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Sannhamp,41,89
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Small millets,10618,4652
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Soyabean,44,60
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Urad,1145,569
Madhya Pradesh,BALAGHAT,2012,Rabi       ,Gram,7896,7489
Madhya Pradesh,BALAGHAT,2012,Rabi       ,Horse-gram,71,26
Madhya Pradesh,BALAGHAT,2012,Rabi       ,Khesari,10709,8474
Madhya Pradesh,BALAGHAT,2012,Rabi       ,Linseed,14463,6918
Madhya Pradesh,BALAGHAT,2012,Rabi       ,Masoor,214,106
Madhya Pradesh,BALAGHAT,2012,Rabi       ,Moong(Green Gram),111,35
Madhya Pradesh,BALAGHAT,2012,Rabi       ,Other  Rabi pulses,1009,426
Madhya Pradesh,BALAGHAT,2012,Rabi       ,Peas & beans (Pulses),691,312
Madhya Pradesh,BALAGHAT,2012,Rabi       ,Rapeseed &Mustard,3183,3338
Madhya Pradesh,BALAGHAT,2012,Rabi       ,Urad,4156,2065
Madhya Pradesh,BALAGHAT,2012,Rabi       ,Wheat,18316,23716
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Banana,11,141
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Coriander,340,67
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Dry chillies,250,184
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Dry ginger,181,319
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Garlic,142,442
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Onion,211,5762
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Potato,373,4647
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Sesamum,1309,1484
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Sugarcane,684,34180
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Sunflower,2,1
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Sweet potato,95,565
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Turmeric,93,66
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Arhar/Tur,4343,4288
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Castor seed,17,6
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Groundnut,630,670
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Horse-gram,955,475
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Jowar,81,114
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Maize,4292,7377
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Mesta,75,229
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Moong(Green Gram),75,29
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Niger seed,102,22
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Other Kharif pulses,493,227
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Ragi,220,67
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Rice,258647,434079
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Sannhamp,41,95
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Small millets,9758,5014
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Soyabean,45,32
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Urad,1165,579
Madhya Pradesh,BALAGHAT,2013,Rabi       ,Gram,7492,6327
Madhya Pradesh,BALAGHAT,2013,Rabi       ,Horse-gram,71,26
Madhya Pradesh,BALAGHAT,2013,Rabi       ,Khesari,10706,5270
Madhya Pradesh,BALAGHAT,2013,Rabi       ,Linseed,14195,5525
Madhya Pradesh,BALAGHAT,2013,Rabi       ,Masoor,207,103
Madhya Pradesh,BALAGHAT,2013,Rabi       ,Moong(Green Gram),149,48
Madhya Pradesh,BALAGHAT,2013,Rabi       ,Other  Rabi pulses,922,388
Madhya Pradesh,BALAGHAT,2013,Rabi       ,Peas & beans (Pulses),676,318
Madhya Pradesh,BALAGHAT,2013,Rabi       ,Rapeseed &Mustard,3061,2812
Madhya Pradesh,BALAGHAT,2013,Rabi       ,Urad,3811,1894
Madhya Pradesh,BALAGHAT,2013,Rabi       ,Wheat,17520,22851
Madhya Pradesh,BALAGHAT,2013,Whole Year ,Banana,16,1742
Madhya Pradesh,BALAGHAT,2013,Whole Year ,Coriander,333,76
Madhya Pradesh,BALAGHAT,2013,Whole Year ,Dry chillies,238,107
Madhya Pradesh,BALAGHAT,2013,Whole Year ,Dry ginger,182,344
Madhya Pradesh,BALAGHAT,2013,Whole Year ,Garlic,148,552
Madhya Pradesh,BALAGHAT,2013,Whole Year ,Onion,196,4924
Madhya Pradesh,BALAGHAT,2013,Whole Year ,Potato,371,3889
Madhya Pradesh,BALAGHAT,2013,Whole Year ,Sesamum,1311,1189
Madhya Pradesh,BALAGHAT,2013,Whole Year ,Sugarcane,912,48610
Madhya Pradesh,BALAGHAT,2013,Whole Year ,Sunflower,2,1
Madhya Pradesh,BALAGHAT,2013,Whole Year ,Sweet potato,99,707
Madhya Pradesh,BALAGHAT,2013,Whole Year ,Turmeric,90,65
Madhya Pradesh,BARWANI,1998,Kharif     ,Arhar/Tur,5400,3000
Madhya Pradesh,BARWANI,1998,Kharif     ,Bajra,10800,4200
Madhya Pradesh,BARWANI,1998,Kharif     ,Cotton(lint),45200,6100
Madhya Pradesh,BARWANI,1998,Kharif     ,Groundnut,23800,18200
Madhya Pradesh,BARWANI,1998,Kharif     ,Jowar,50500,46200
Madhya Pradesh,BARWANI,1998,Kharif     ,Maize,30200,39800
Madhya Pradesh,BARWANI,1998,Kharif     ,Rice,3200,1400
Madhya Pradesh,BARWANI,1998,Kharif     ,Sesamum,400,100
Madhya Pradesh,BARWANI,1998,Kharif     ,Soyabean,25300,14200
Madhya Pradesh,BARWANI,1998,Rabi       ,Gram,5700,3800
Madhya Pradesh,BARWANI,1998,Rabi       ,Jowar,3500,3300
Madhya Pradesh,BARWANI,1998,Rabi       ,Wheat,30100,63600
Madhya Pradesh,BARWANI,1998,Whole Year ,Sugarcane,3440,73070
Madhya Pradesh,BARWANI,1999,Kharif     ,Arhar/Tur,5300,2461
